run_id,problem_id,dataset,split,step,position,accepted,draft_entropy,ewma_entropy,hmm_state,hmm_gamma,reject
livecodebench_10,2728,livecodebench,validation,0,402,False,3.6461620330810547,3.6461620330810547,1,0.9835839023953602,1
livecodebench_10,2728,livecodebench,validation,1,403,True,5.05236291885376,3.7867821216583253,1,0.9845554814756349,0
livecodebench_10,2728,livecodebench,validation,2,405,True,5.912770748138428,3.999380984306336,1,0.986745155644932,0
livecodebench_10,2728,livecodebench,validation,3,408,False,6.772304534912109,4.276673339366914,1,0.9897414291886595,1
livecodebench_10,2728,livecodebench,validation,4,409,True,8.179298400878906,4.666935845518113,1,0.992856536148407,0
livecodebench_10,2728,livecodebench,validation,5,413,True,1.202298879623413,4.320472148928643,1,0.9948994860595964,0
livecodebench_10,2728,livecodebench,validation,6,415,True,12.249639511108398,5.113388885146619,1,0.9992444537720774,0
livecodebench_10,2728,livecodebench,validation,7,417,True,12.55323600769043,5.857373597401,1,0.9997879020982496,0
livecodebench_10,2728,livecodebench,validation,8,419,True,9.630352020263672,6.234671439687267,1,0.9996585069313886,0
livecodebench_10,2728,livecodebench,validation,9,422,True,7.603339672088623,6.371538262927403,1,0.9993436493020164,0
livecodebench_10,2728,livecodebench,validation,10,424,True,0.023181268945336342,5.736702563529196,1,0.9991134708923172,0
livecodebench_10,2728,livecodebench,validation,11,427,False,12.000272750854492,6.363059582261726,1,0.9994796324520878,1
livecodebench_10,2728,livecodebench,validation,12,428,False,5.744217872619629,6.301175411297517,1,0.9989650577697637,1
livecodebench_10,2728,livecodebench,validation,13,429,True,6.924144268035889,6.363472296971354,1,0.9988378666538253,0
livecodebench_10,2728,livecodebench,validation,14,434,False,9.636943817138672,6.690819448988086,1,0.9988985055213031,1
livecodebench_10,2728,livecodebench,validation,15,435,False,11.222400665283203,7.143977570617598,1,0.9984986611873778,1
livecodebench_10,2728,livecodebench,validation,16,436,True,1.998655080795288,6.629445321635367,1,0.995886754031838,0
livecodebench_10,2728,livecodebench,validation,17,441,True,8.959266662597656,6.862427455731596,1,0.9948551498606201,0
livecodebench_10,2728,livecodebench,validation,18,443,True,3.4790399074554443,6.524088700903981,1,0.9925453666575434,0
livecodebench_10,2728,livecodebench,validation,19,446,False,5.949459075927734,6.466625738406356,1,0.9917211263611969,1
livecodebench_10,2728,livecodebench,validation,20,447,False,10.959733009338379,6.915936465499558,1,0.991444622808484,1
livecodebench_10,2728,livecodebench,validation,21,448,True,3.9788968563079834,6.622232504580401,1,0.9871558147082659,0
livecodebench_10,2728,livecodebench,validation,22,451,True,4.983236789703369,6.458332933092698,1,0.9849647047874464,0
livecodebench_10,2728,livecodebench,validation,23,454,False,9.799367904663086,6.792436430249737,1,0.9840148117924815,1
livecodebench_10,2728,livecodebench,validation,24,455,True,7.602872371673584,6.873480024392122,1,0.9796226926823879,0
livecodebench_10,2728,livecodebench,validation,25,459,False,11.51014518737793,7.337146540690703,1,0.9740138858883158,1
livecodebench_10,2728,livecodebench,validation,26,460,False,1.3341776132583618,6.736849647947468,1,0.9416238715019982,1
livecodebench_10,2728,livecodebench,validation,27,461,True,4.020689964294434,6.465233679582165,1,0.9241769457756004,0
livecodebench_10,2728,livecodebench,validation,28,464,False,7.367198944091797,6.555430206033129,1,0.913742418420814,1
