run_id,problem_id,dataset,split,step,position,accepted,draft_entropy,ewma_entropy,hmm_state,hmm_gamma,reject
livecodebench_105,3091,livecodebench,validation,0,628,False,12.323690414428711,12.323690414428711,1,0.9999998672478884,1
livecodebench_105,3091,livecodebench,validation,1,629,False,8.493825912475586,10.408758163452148,1,0.9964467953425613,1
livecodebench_105,3091,livecodebench,validation,2,630,True,9.382970809936523,9.895864486694336,1,0.9989562837081939,0
livecodebench_105,3091,livecodebench,validation,3,632,True,0.33429253101348877,5.115078508853912,0,0.007333816032497245,0
livecodebench_105,3091,livecodebench,validation,4,634,True,8.454118728637695,6.784598618745804,1,0.9920258367516578,0
livecodebench_105,3091,livecodebench,validation,5,637,True,5.308087348937988,6.046342983841896,1,0.547169415901117,0
livecodebench_105,3091,livecodebench,validation,6,640,True,5.407630443572998,5.726986713707447,1,0.5787081732278161,0
livecodebench_105,3091,livecodebench,validation,7,645,False,12.072022438049316,8.899504575878382,1,0.9999976452175345,1
livecodebench_105,3091,livecodebench,validation,8,646,True,7.261101722717285,8.080303149297833,1,0.9513024318989957,0
livecodebench_105,3091,livecodebench,validation,9,648,True,2.8953685760498047,5.487835862673819,0,0.05363880525969818,0
livecodebench_105,3091,livecodebench,validation,10,650,True,5.213151931762695,5.350493897218257,0,0.4510281249964919,0
livecodebench_105,3091,livecodebench,validation,11,653,True,9.28886890411377,7.319681400666013,1,0.998610458120548,0
livecodebench_105,3091,livecodebench,validation,12,655,True,5.273014068603516,6.2963477346347645,0,0.46597315499224046,0
livecodebench_105,3091,livecodebench,validation,13,657,True,0.4725293815135956,3.38443855807418,0,0.004759069639143202,0
livecodebench_105,3091,livecodebench,validation,14,660,True,5.17767858505249,4.281058571563335,0,0.31965995996936,0
livecodebench_105,3091,livecodebench,validation,15,665,True,1.5971198081970215,2.9390891898801783,0,0.00917442804629213,0
livecodebench_105,3091,livecodebench,validation,16,669,True,0.5285512208938599,1.733820205387019,0,0.00523196725148418,0
livecodebench_105,3091,livecodebench,validation,17,672,False,9.791046142578125,5.762433173982572,1,0.9994786259133907,1
livecodebench_105,3091,livecodebench,validation,18,673,True,5.887257099151611,5.824845136567092,1,0.7767767099537464,0
livecodebench_105,3091,livecodebench,validation,19,676,False,10.379476547241211,8.102160841904151,1,0.9999044837890617,1
livecodebench_105,3091,livecodebench,validation,20,677,True,7.171082973480225,7.636621907692188,1,0.9640620300239015,0
livecodebench_105,3091,livecodebench,validation,21,679,False,10.480358123779297,9.058490015735742,1,0.9999325711861792,1
livecodebench_105,3091,livecodebench,validation,22,680,True,11.054142951965332,10.056316483850537,1,0.9999698659005148,0
livecodebench_105,3091,livecodebench,validation,23,683,True,2.4561710357666016,6.256243759808569,0,0.04445098341895471,0
livecodebench_105,3091,livecodebench,validation,24,685,False,12.598725318908691,9.42748453935863,1,0.9999991729577014,1
livecodebench_105,3091,livecodebench,validation,25,686,False,7.587446212768555,8.507465376063593,1,0.9728057829170159,1
livecodebench_105,3091,livecodebench,validation,26,687,True,3.866042375564575,6.186753875814084,0,0.1632260457563976,0
livecodebench_105,3091,livecodebench,validation,27,689,False,6.238967418670654,6.212860647242369,1,0.7074069748069258,1
livecodebench_105,3091,livecodebench,validation,28,690,True,2.051734447479248,4.132297547360809,0,0.01706373594416061,0
livecodebench_105,3091,livecodebench,validation,29,692,True,3.240935802459717,3.6866166749102627,0,0.0405169837900114,0
livecodebench_105,3091,livecodebench,validation,30,694,True,3.5390563011169434,3.612836488013603,0,0.05522032218592925,0
livecodebench_105,3091,livecodebench,validation,31,696,True,0.6805805563926697,2.146708522203136,0,0.004211570368304624,0
livecodebench_105,3091,livecodebench,validation,32,700,True,4.432044982910156,3.289376752556646,0,0.21834970448421606,0
livecodebench_105,3091,livecodebench,validation,33,702,False,8.864028930664062,6.076702841610354,1,0.9973515435716674,1
livecodebench_105,3091,livecodebench,validation,34,703,True,8.043262481689453,7.0599826616499035,1,0.9918961727266966,0
livecodebench_105,3091,livecodebench,validation,35,705,True,9.37322998046875,8.216606321059327,1,0.9989467339810836,0
livecodebench_105,3091,livecodebench,validation,36,707,True,2.419388771057129,5.317997546058228,0,0.04095760019248947,0
livecodebench_105,3091,livecodebench,validation,37,710,False,6.678525447845459,5.9982614969518435,1,0.8812770774380488,1
livecodebench_105,3091,livecodebench,validation,38,711,False,10.588058471679688,8.293159984315766,1,0.9999423904654412,1
livecodebench_105,3091,livecodebench,validation,39,712,True,7.108733177185059,7.700946580750412,1,0.9602205689477709,0
livecodebench_105,3091,livecodebench,validation,40,716,True,8.89260482788086,8.296775704315635,1,0.9982879504328757,0
livecodebench_105,3091,livecodebench,validation,41,718,True,10.860128402709961,9.578452053512798,1,0.9999710914523275,0
livecodebench_105,3091,livecodebench,validation,42,720,True,9.135488510131836,9.356970281822317,1,0.998913217505627,0
livecodebench_105,3091,livecodebench,validation,43,722,True,6.7777099609375,8.067340121379909,1,0.9332885623890017,0
livecodebench_105,3091,livecodebench,validation,44,724,False,12.766342163085938,10.416841142232922,1,0.9999996500410518,1
livecodebench_105,3091,livecodebench,validation,45,725,True,9.062187194824219,9.73951416852857,1,0.9981502995178605,0
livecodebench_105,3091,livecodebench,validation,46,727,True,3.666382312774658,6.702948240651614,0,0.14975207857580158,0
livecodebench_105,3091,livecodebench,validation,47,729,False,10.053481101989746,8.37821467132068,1,0.9996627722757108,1
livecodebench_105,3091,livecodebench,validation,48,730,True,5.136015892028809,6.757115281674745,0,0.45321332112841495,0
livecodebench_105,3091,livecodebench,validation,49,734,True,4.53671407699585,5.646914679335297,0,0.28794918091388566,0
livecodebench_105,3091,livecodebench,validation,50,737,False,11.264031410217285,8.45547304477629,1,0.9999723555182669,1
livecodebench_105,3091,livecodebench,validation,51,738,True,1.0260062217712402,4.7407396332737655,0,0.01198617316454736,0
livecodebench_105,3091,livecodebench,validation,52,741,False,6.863925933837891,5.802332783555828,1,0.908307388059669,1
livecodebench_105,3091,livecodebench,validation,53,742,False,9.046926498413086,7.424629640984457,1,0.9986872586835046,1
livecodebench_105,3091,livecodebench,validation,54,743,True,9.092662811279297,8.258646226131876,1,0.998152932345945,0
livecodebench_105,3091,livecodebench,validation,55,746,False,0.865149736404419,4.561897981268148,0,0.006870284784538716,1
