run_id,problem_id,dataset,split,step,position,accepted,draft_entropy,ewma_entropy,hmm_state,hmm_gamma,reject
livecodebench_10,2728,livecodebench,validation,0,402,False,3.6461620330810547,3.6461620330810547,0,0.4428233824168438,1
livecodebench_10,2728,livecodebench,validation,1,403,True,5.05236291885376,4.349262475967407,0,0.22906713544688861,0
livecodebench_10,2728,livecodebench,validation,2,405,True,5.912770748138428,5.1310166120529175,0,0.49538754013383635,0
livecodebench_10,2728,livecodebench,validation,3,408,False,6.772304534912109,5.951660573482513,1,0.7950069423690908,1
livecodebench_10,2728,livecodebench,validation,4,409,True,8.179298400878906,7.06547948718071,1,0.9636857895813847,0
livecodebench_10,2728,livecodebench,validation,5,413,True,1.202298879623413,4.1338891834020615,0,0.004177512668285842,0
livecodebench_10,2728,livecodebench,validation,6,415,True,12.249639511108398,8.19176434725523,1,0.9999700680412372,0
livecodebench_10,2728,livecodebench,validation,7,417,True,12.55323600769043,10.37250017747283,1,0.999987989140035,0
livecodebench_10,2728,livecodebench,validation,8,419,True,9.630352020263672,10.00142609886825,1,0.9976101766030513,0
livecodebench_10,2728,livecodebench,validation,9,422,True,7.603339672088623,8.802382885478437,1,0.9211777997402564,0
livecodebench_10,2728,livecodebench,validation,10,424,True,0.023181268945336342,4.412782077211887,0,0.0012712045650327235,0
livecodebench_10,2728,livecodebench,validation,11,427,False,12.000272750854492,8.20652741403319,1,0.9999425856292782,1
livecodebench_10,2728,livecodebench,validation,12,428,False,5.744217872619629,6.975372643326409,1,0.504635402850494,1
livecodebench_10,2728,livecodebench,validation,13,429,True,6.924144268035889,6.949758455681149,1,0.8312211683604579,0
livecodebench_10,2728,livecodebench,validation,14,434,False,9.636943817138672,8.29335113640991,1,0.997553785216987,1
livecodebench_10,2728,livecodebench,validation,15,435,False,11.222400665283203,9.757875900846557,1,0.9997998358283338,1
livecodebench_10,2728,livecodebench,validation,16,436,True,1.998655080795288,5.878265490820922,0,0.009852717233877468,0
livecodebench_10,2728,livecodebench,validation,17,441,True,8.959266662597656,7.418766076709289,1,0.9864610565995158,0
livecodebench_10,2728,livecodebench,validation,18,443,True,3.4790399074554443,5.448902992082367,0,0.045626135717718404,0
livecodebench_10,2728,livecodebench,validation,19,446,False,5.949459075927734,5.699181034005051,1,0.5099941969465072,1
livecodebench_10,2728,livecodebench,validation,20,447,False,10.959733009338379,8.329457021671715,1,0.9996230008353373,1
livecodebench_10,2728,livecodebench,validation,21,448,True,3.9788968563079834,6.154176938989849,0,0.07445637012354973,0
livecodebench_10,2728,livecodebench,validation,22,451,True,4.983236789703369,5.568706864346609,0,0.21859390585378574,0
livecodebench_10,2728,livecodebench,validation,23,454,False,9.799367904663086,7.6840373845048475,1,0.9976615145132396,1
livecodebench_10,2728,livecodebench,validation,24,455,True,7.602872371673584,7.643454878089216,1,0.9424244864312731,0
livecodebench_10,2728,livecodebench,validation,25,459,False,11.51014518737793,9.576800032733573,1,0.9998786653413522,1
livecodebench_10,2728,livecodebench,validation,26,460,False,1.3341776132583618,5.455488822995967,0,0.003558240418595847,1
livecodebench_10,2728,livecodebench,validation,27,461,True,4.020689964294434,4.7380893936452,0,0.07040838230266566,0
livecodebench_10,2728,livecodebench,validation,28,464,False,7.367198944091797,6.052644168868499,1,0.8926784108192533,1
livecodebench_10,2728,livecodebench,validation,29,465,False,9.55075454711914,7.80169935799382,1,0.9966108036147472,1
livecodebench_10,2728,livecodebench,validation,30,466,False,5.498785495758057,6.650242426875938,0,0.4337077299215636,1
livecodebench_10,2728,livecodebench,validation,31,467,True,9.368040084838867,8.009141255857402,1,0.9955872313763316,0
livecodebench_10,2728,livecodebench,validation,32,471,True,9.828643798828125,8.918892527342763,1,0.9979801861289788,0
livecodebench_10,2728,livecodebench,validation,33,473,True,5.800796985626221,7.359844756484492,0,0.4572026412550659,0
