run_id,problem_id,dataset,split,step,position,accepted,draft_entropy,ewma_entropy,hmm_state,hmm_gamma,reject
math500_100,test/geometry/183.json,math500,validation,0,189,False,10.782724380493164,10.782724380493164,1,0.9999681270371648,1
math500_100,test/geometry/183.json,math500,validation,1,190,False,10.652917861938477,10.743782424926756,1,0.99962055856605,1
math500_100,test/geometry/183.json,math500,validation,2,191,False,2.55966854095459,8.288548259735107,0,0.00865927643431258,1
math500_100,test/geometry/183.json,math500,validation,3,192,True,2.4517226219177246,6.537500568389892,0,0.003637661263051766,0
math500_100,test/geometry/183.json,math500,validation,4,194,True,3.151404619216919,5.521671783637999,0,0.018276897036494193,0
math500_100,test/geometry/183.json,math500,validation,5,196,False,8.068009376525879,6.285573061504363,1,0.9584664111679467,1
math500_100,test/geometry/183.json,math500,validation,6,197,True,6.57740592956543,6.373122921922683,1,0.7385964996317609,0
math500_100,test/geometry/183.json,math500,validation,7,199,True,4.768617630004883,5.891771334347343,0,0.13319309092494894,0
math500_100,test/geometry/183.json,math500,validation,8,202,True,2.9178881645202637,4.999606383399219,0,0.007591701964250283,0
math500_100,test/geometry/183.json,math500,validation,9,206,True,3.196840763092041,4.458776697307066,0,0.018997633811707663,0
math500_100,test/geometry/183.json,math500,validation,10,209,False,7.563048362731934,5.390058196934525,1,0.9122476712541355,1
math500_100,test/geometry/183.json,math500,validation,11,210,False,6.725982189178467,5.790835394607708,1,0.7636245454489179,1
math500_100,test/geometry/183.json,math500,validation,12,211,True,3.9374172687530518,5.2348099568513105,0,0.046010467426718625,0
math500_100,test/geometry/183.json,math500,validation,13,215,True,0.6646816730499268,3.863771471710895,0,0.0008779636445748921,0
math500_100,test/geometry/183.json,math500,validation,14,219,False,10.35155963897705,5.810107921890742,1,0.998951080671853,1
math500_100,test/geometry/183.json,math500,validation,15,220,False,5.864923000335693,5.826552445424227,0,0.47478508378665724,1
math500_100,test/geometry/183.json,math500,validation,16,221,False,1.4806841611862183,4.522791960152825,0,0.003415725875545767,1
math500_100,test/geometry/183.json,math500,validation,17,222,False,11.680319786071777,6.67005030792851,1,0.999937571699455,1
math500_100,test/geometry/183.json,math500,validation,18,223,True,6.968965530395508,6.759724874668609,1,0.9110537490568141,0
math500_100,test/geometry/183.json,math500,validation,19,226,False,7.595198154449463,7.010366858602865,1,0.9635275641715548,1
math500_100,test/geometry/183.json,math500,validation,20,227,False,11.137311935424805,8.248450381649446,1,0.9999234372985476,1
math500_100,test/geometry/183.json,math500,validation,21,228,False,9.760798454284668,8.702154803440012,1,0.9981293933558101,1
math500_100,test/geometry/183.json,math500,validation,22,229,True,2.6961894035339355,6.900365183468188,0,0.011040964009744216,0
math500_100,test/geometry/183.json,math500,validation,23,232,True,4.558604717254639,6.197837043604123,0,0.06692044173789809,0
math500_100,test/geometry/183.json,math500,validation,24,235,True,5.135234355926514,5.87905623730084,0,0.13340839395536416,0
math500_100,test/geometry/183.json,math500,validation,25,237,False,2.6641454696655273,4.914583007010246,0,0.011189839461669201,1
math500_100,test/geometry/183.json,math500,validation,26,238,False,8.706525802612305,6.052165845690864,1,0.9758898916654051,1
math500_100,test/geometry/183.json,math500,validation,27,239,True,1.4453222751617432,4.670112774532127,0,0.00391859947292192,0
math500_100,test/geometry/183.json,math500,validation,28,242,True,7.115349292755127,5.4036837299990275,1,0.7647637645660945,0
math500_100,test/geometry/183.json,math500,validation,29,244,True,4.362146854400635,5.09122266731951,0,0.1562368879645762,0
math500_100,test/geometry/183.json,math500,validation,30,246,False,10.809137344360352,6.806597070431762,1,0.9996398584417158,1
math500_100,test/geometry/183.json,math500,validation,31,247,True,6.406752586364746,6.686643725211656,1,0.6739312584570699,0
math500_100,test/geometry/183.json,math500,validation,32,249,True,0.5851526856422424,4.856196413340832,0,0.001341994088225102,0
math500_100,test/geometry/183.json,math500,validation,33,251,True,12.012044906616211,7.002950961323446,1,0.9999697228495047,0
math500_100,test/geometry/183.json,math500,validation,34,253,True,10.299869537353516,7.992026534132466,1,0.9992795373474788,0
math500_100,test/geometry/183.json,math500,validation,35,256,True,1.7415668964385986,6.116888642824306,0,0.003067008879196841,0
math500_100,test/geometry/183.json,math500,validation,36,261,True,0.42102205753326416,4.408128667236993,0,0.0006139686147148136,0
math500_100,test/geometry/183.json,math500,validation,37,263,False,7.915175437927246,5.460242698444069,1,0.9506660971827283,1
math500_100,test/geometry/183.json,math500,validation,38,264,True,6.9251604080200195,5.899718011316853,1,0.827596656423933,0
math500_100,test/geometry/183.json,math500,validation,39,267,True,4.189851760864258,5.386758136181074,0,0.13156163292107265,0
math500_100,test/geometry/183.json,math500,validation,40,270,False,12.036178588867188,7.381584271986908,1,0.999970211106166,1
math500_100,test/geometry/183.json,math500,validation,41,271,True,7.374660491943359,7.379507137973842,1,0.9050406660322317,0
math500_100,test/geometry/183.json,math500,validation,42,274,True,1.4785573482513428,5.609222201057092,0,0.0044813577823017555,0
math500_100,test/geometry/183.json,math500,validation,43,278,True,10.233722686767578,6.996572346770238,1,0.9982708615628213,0
math500_100,test/geometry/183.json,math500,validation,44,280,True,0.009598184376955032,4.900480098052253,0,0.0008363102702798467,0
math500_100,test/geometry/183.json,math500,validation,45,284,True,10.84801959991455,6.6847419486109425,1,0.999433667712333,0
math500_100,test/geometry/183.json,math500,validation,46,286,True,2.7807304859161377,5.5135385098025,0,0.011478115918029929,0
math500_100,test/geometry/183.json,math500,validation,47,289,False,0.5972558259963989,4.038653704660669,0,0.0003669606534258708,1
math500_100,test/geometry/183.json,math500,validation,48,290,True,1.577767252922058,3.300387769139086,0,0.0023110064080405705,0
math500_100,test/geometry/183.json,math500,validation,49,295,False,7.077317714691162,4.4334667528047085,1,0.8541364136311541,1
math500_100,test/geometry/183.json,math500,validation,50,296,False,8.831378936767578,5.752840407993569,1,0.9891430015185197,1
math500_100,test/geometry/183.json,math500,validation,51,297,False,0.7388859987258911,4.248654085213265,0,0.0009062068027093858,1
math500_100,test/geometry/183.json,math500,validation,52,298,False,0.6576462388038635,3.1713517312904442,0,0.00039173809802816787,1
math500_100,test/geometry/183.json,math500,validation,53,299,True,2.5240044593811035,2.9771475497176416,0,0.008028401725816503,0
math500_100,test/geometry/183.json,math500,validation,54,302,False,7.964293003082275,4.473291185727032,1,0.9508450662988936,1
math500_100,test/geometry/183.json,math500,validation,55,303,True,6.605585098266602,5.112979359488902,1,0.7376143244520851,0
math500_100,test/geometry/183.json,math500,validation,56,305,True,4.07489013671875,4.801552592657856,0,0.06752688448491394,0
math500_100,test/geometry/183.json,math500,validation,57,307,False,5.4134931564331055,4.985134761790431,0,0.24303803148154277,1
math500_100,test/geometry/183.json,math500,validation,58,308,False,5.546228408813477,5.153462855897344,0,0.4032703119989518,1
math500_100,test/geometry/183.json,math500,validation,59,309,False,9.31044864654541,6.400558593091764,1,0.9964615834023827,1
math500_100,test/geometry/183.json,math500,validation,60,310,False,7.340019226074219,6.682396782986499,1,0.9188600312913796,1
math500_100,test/geometry/183.json,math500,validation,61,311,True,5.62462043762207,6.36506387937717,0,0.37966764690695615,0
